Comunidad autónoma de residencia;Tipo de destino;Concepto turístico;Tipo de dato;Periodo;Total
05 Canarias;A otra Comunidad Autónoma;Viajes;Valor absoluto;2020;417.797
05 Canarias;A otra Comunidad Autónoma;Viajes;Valor absoluto;2019;1.332.791
05 Canarias;A otra Comunidad Autónoma;Viajes;Valor absoluto;2018;1.292.871
05 Canarias;A otra Comunidad Autónoma;Viajes;Valor absoluto;2017;973.208
05 Canarias;A otra Comunidad Autónoma;Viajes;Valor absoluto;2016;1.008.766
05 Canarias;A otra Comunidad Autónoma;Viajes;Valor absoluto;2015;896.777
05 Canarias;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2021;16,1
05 Canarias;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2020;10,4
05 Canarias;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2019;20,8
05 Canarias;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2018;20,7
05 Canarias;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2017;17,1
05 Canarias;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2016;19,1
05 Canarias;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2015;17,1
05 Canarias;A otra Comunidad Autónoma;Viajes;Variación anual;2021;89,57
05 Canarias;A otra Comunidad Autónoma;Viajes;Variación anual;2020;-68,65
05 Canarias;A otra Comunidad Autónoma;Viajes;Variación anual;2019;3,09
05 Canarias;A otra Comunidad Autónoma;Viajes;Variación anual;2018;32,85
05 Canarias;A otra Comunidad Autónoma;Viajes;Variación anual;2017;-3,52
05 Canarias;A otra Comunidad Autónoma;Viajes;Variación anual;2016;12,49
05 Canarias;A otra Comunidad Autónoma;Viajes;Variación anual;2015;""
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2021;6,34
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2020;8,37
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2019;6,33
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2018;6,09
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2017;6,98
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2016;7,24
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2015;9,17
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2021;""
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2020;""
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2019;""
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2018;""
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2017;""
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2016;""
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2015;""
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2021;-24,22
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2020;32,27
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2019;3,91
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2018;-12,74
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2017;-3,57
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2016;-21,08
05 Canarias;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2015;""
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2021;5.024.527
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2020;3.497.523
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2019;8.435.431
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2018;7.874.820
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2017;6.793.502
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2016;7.302.316
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2015;8.225.293
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2021;27,0
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2020;21,6
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2019;36,1
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2018;33,6
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2017;29,9
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2016;36,0
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2015;37,9
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2021;43,66
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2020;-58,54
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2019;7,12
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2018;15,92
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2017;-6,97
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2016;-11,22
05 Canarias;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2015;""
05 Canarias;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2021;422.767,54
05 Canarias;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2020;220.281,00
05 Canarias;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2019;676.970,54
05 Canarias;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2018;700.640,95
05 Canarias;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2017;535.422,05
05 Canarias;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2016;547.280,84
05 Canarias;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2015;482.964,60
05 Canarias;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2021;36,70
05 Canarias;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2020;27,80
05 Canarias;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2019;44,90
05 Canarias;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2018;49,00
05 Canarias;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2017;44,30
05 Canarias;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2016;48,70
05 Canarias;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2015;43,80
05 Canarias;A otra Comunidad Autónoma;Gasto total;Variación anual;2021;91,92
05 Canarias;A otra Comunidad Autónoma;Gasto total;Variación anual;2020;-67,46
05 Canarias;A otra Comunidad Autónoma;Gasto total;Variación anual;2019;-3,38
05 Canarias;A otra Comunidad Autónoma;Gasto total;Variación anual;2018;30,86
05 Canarias;A otra Comunidad Autónoma;Gasto total;Variación anual;2017;-2,17
05 Canarias;A otra Comunidad Autónoma;Gasto total;Variación anual;2016;13,32
05 Canarias;A otra Comunidad Autónoma;Gasto total;Variación anual;2015;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2021;533,78
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2020;527,24
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2019;507,93
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2018;541,93
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2017;550,16
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2016;542,52
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2015;538,56
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2021;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2020;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2019;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2018;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2017;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2016;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2015;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2021;1,24
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2020;3,80
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2019;-6,27
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2018;-1,50
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2017;1,41
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2016;0,74
05 Canarias;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2015;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2021;84,14
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2020;62,98
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2019;80,25
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2018;88,97
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2017;78,81
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2016;74,95
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2015;58,72
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2021;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2020;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2019;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2018;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2017;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2016;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2015;""
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2021;33,59
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2020;-21,52
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2019;-9,80
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2018;12,89
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2017;5,16
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2016;27,64
05 Canarias;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2015;""
06 Cantabria;España;Viajes;Valor absoluto;2021;1.736.116
06 Cantabria;España;Viajes;Valor absoluto;2020;1.049.481
06 Cantabria;España;Viajes;Valor absoluto;2019;1.946.806
06 Cantabria;España;Viajes;Valor absoluto;2018;2.111.751
06 Cantabria;España;Viajes;Valor absoluto;2017;2.174.470
06 Cantabria;España;Viajes;Valor absoluto;2016;2.054.320
06 Cantabria;España;Viajes;Valor absoluto;2015;2.041.686
06 Cantabria;España;Viajes;Distribución porcentual;2021;100,0
06 Cantabria;España;Viajes;Distribución porcentual;2020;100,0
06 Cantabria;España;Viajes;Distribución porcentual;2019;100,0
06 Cantabria;España;Viajes;Distribución porcentual;2018;100,0
06 Cantabria;España;Viajes;Distribución porcentual;2017;100,0
06 Cantabria;España;Viajes;Distribución porcentual;2016;100,0
06 Cantabria;España;Viajes;Distribución porcentual;2015;100,0
06 Cantabria;España;Viajes;Variación anual;2021;65,43
06 Cantabria;España;Viajes;Variación anual;2020;-46,09
06 Cantabria;España;Viajes;Variación anual;2019;-7,81
06 Cantabria;España;Viajes;Variación anual;2018;-2,88
06 Cantabria;España;Viajes;Variación anual;2017;5,85
06 Cantabria;España;Viajes;Variación anual;2016;0,62
06 Cantabria;España;Viajes;Variación anual;2015;""
06 Cantabria;España;Duración media de los viajes;Valor absoluto;2021;3,35
06 Cantabria;España;Duración media de los viajes;Valor absoluto;2020;3,66
06 Cantabria;España;Duración media de los viajes;Valor absoluto;2019;3,27
06 Cantabria;España;Duración media de los viajes;Valor absoluto;2018;3,09
06 Cantabria;España;Duración media de los viajes;Valor absoluto;2017;3,27
06 Cantabria;España;Duración media de los viajes;Valor absoluto;2016;3,08
06 Cantabria;España;Duración media de los viajes;Valor absoluto;2015;3,10
06 Cantabria;España;Duración media de los viajes;Distribución porcentual;2021;""
06 Cantabria;España;Duración media de los viajes;Distribución porcentual;2020;""
06 Cantabria;España;Duración media de los viajes;Distribución porcentual;2019;""
06 Cantabria;España;Duración media de los viajes;Distribución porcentual;2018;""
06 Cantabria;España;Duración media de los viajes;Distribución porcentual;2017;""
06 Cantabria;España;Duración media de los viajes;Distribución porcentual;2016;""
06 Cantabria;España;Duración media de los viajes;Distribución porcentual;2015;""
06 Cantabria;España;Duración media de los viajes;Variación anual;2021;-8,41
06 Cantabria;España;Duración media de los viajes;Variación anual;2020;11,96
06 Cantabria;España;Duración media de los viajes;Variación anual;2019;5,78
06 Cantabria;España;Duración media de los viajes;Variación anual;2018;-5,54
06 Cantabria;España;Duración media de los viajes;Variación anual;2017;6,18
06 Cantabria;España;Duración media de los viajes;Variación anual;2016;-0,51
06 Cantabria;España;Duración media de los viajes;Variación anual;2015;""
06 Cantabria;España;Pernoctaciones;Valor absoluto;2021;5.817.282
06 Cantabria;España;Pernoctaciones;Valor absoluto;2020;3.839.514
06 Cantabria;España;Pernoctaciones;Valor absoluto;2019;6.361.359
06 Cantabria;España;Pernoctaciones;Valor absoluto;2018;6.523.166
06 Cantabria;España;Pernoctaciones;Valor absoluto;2017;7.110.590
06 Cantabria;España;Pernoctaciones;Valor absoluto;2016;6.326.524
06 Cantabria;España;Pernoctaciones;Valor absoluto;2015;6.319.706
06 Cantabria;España;Pernoctaciones;Distribución porcentual;2021;100,0
06 Cantabria;España;Pernoctaciones;Distribución porcentual;2020;100,0
06 Cantabria;España;Pernoctaciones;Distribución porcentual;2019;100,0
06 Cantabria;España;Pernoctaciones;Distribución porcentual;2018;100,0
06 Cantabria;España;Pernoctaciones;Distribución porcentual;2017;100,0
06 Cantabria;España;Pernoctaciones;Distribución porcentual;2016;100,0
06 Cantabria;España;Pernoctaciones;Distribución porcentual;2015;100,0
06 Cantabria;España;Pernoctaciones;Variación anual;2021;51,51
06 Cantabria;España;Pernoctaciones;Variación anual;2020;-39,64
06 Cantabria;España;Pernoctaciones;Variación anual;2019;-2,48
06 Cantabria;España;Pernoctaciones;Variación anual;2018;-8,26
06 Cantabria;España;Pernoctaciones;Variación anual;2017;12,39
06 Cantabria;España;Pernoctaciones;Variación anual;2016;0,11
06 Cantabria;España;Pernoctaciones;Variación anual;2015;""
06 Cantabria;España;Gasto total;Valor absoluto;2021;315.048,75
06 Cantabria;España;Gasto total;Valor absoluto;2020;172.228,06
06 Cantabria;España;Gasto total;Valor absoluto;2019;350.431,71
06 Cantabria;España;Gasto total;Valor absoluto;2018;359.609,66
06 Cantabria;España;Gasto total;Valor absoluto;2017;390.506,16
06 Cantabria;España;Gasto total;Valor absoluto;2016;314.990,51
06 Cantabria;España;Gasto total;Valor absoluto;2015;325.252,27
06 Cantabria;España;Gasto total;Distribución porcentual;2021;100,00
06 Cantabria;España;Gasto total;Distribución porcentual;2020;100,00
06 Cantabria;España;Gasto total;Distribución porcentual;2019;100,00
06 Cantabria;España;Gasto total;Distribución porcentual;2018;100,00
06 Cantabria;España;Gasto total;Distribución porcentual;2017;100,00
06 Cantabria;España;Gasto total;Distribución porcentual;2016;100,00
06 Cantabria;España;Gasto total;Distribución porcentual;2015;100,00
06 Cantabria;España;Gasto total;Variación anual;2021;82,93
06 Cantabria;España;Gasto total;Variación anual;2020;-50,85
